theTime,ClientIP,row,statement,resultBlock,resultPartitions
1788127807151712392,139954096430144,1,SHOW server_version_num,[unknown_p59_44136fa3],[p59]
1788127807163323840,139954096430144,1,SELECT pg_try_advisory_lock(:k),[unknown_p6_7d9ac39a],[p6]
1788127807171133364,139954096430144,0,SET lock_timeout = '5s',[unknown_p59_44136fa3],[p59]
1788127807192643731,139954096430144,0,"CREATE TABLE IF NOT EXISTS anchors ( id uuid PRIMARY KEY, kind text NOT NULL, arch_type text NOT NULL DEFAULT '', arch_module text NOT NULL DEFAULT '', fingerprint text NOT NULL DEFAULT '', root_id uuid, src uuid, dst uuid, undirected boolean NOT NULL DEFAULT false, props jsonb NOT NULL DEFAULT '{}'::jsonb, format_version integer NOT NULL DEFAULT 1, version bigint NOT NULL DEFAULT 0, updated_at timestamptz NOT NULL DEFAULT now(), seq bigserial )",[unknown_p22_44136fa3],[p22]
1788127807198469878,139954096430144,0,"CREATE INDEX IF NOT EXISTS idx_anchors_src ON anchors (src, arch_type) WHERE src IS NOT NULL",[unknown_p53_44136fa3],[p53]
1788127807204298871,139954096430144,0,"CREATE INDEX IF NOT EXISTS idx_anchors_dst ON anchors (dst, arch_type) WHERE dst IS NOT NULL",[unknown_p24_44136fa3],[p24]
1788127807210197764,139954096430144,0,"CREATE INDEX IF NOT EXISTS idx_anchors_edge_src_type_order ON anchors (src, arch_type, seq, id) INCLUDE (dst, undirected) WHERE kind = 'EdgeAnchor' AND src IS NOT NULL AND dst IS NOT NULL",[unknown_p10_44136fa3],[p10]
1788127807216030273,139954096430144,0,"CREATE INDEX IF NOT EXISTS idx_anchors_edge_dst_type_order ON anchors (dst, arch_type, seq, id) INCLUDE (src, undirected) WHERE kind = 'EdgeAnchor' AND src IS NOT NULL AND dst IS NOT NULL",[unknown_p30_44136fa3],[p30]
1788127807222225102,139954096430144,0,"CREATE INDEX IF NOT EXISTS idx_anchors_kind_type ON anchors (kind, arch_type)",[unknown_p56_44136fa3],[p56]
1788127807227732371,139954096430144,0,CREATE INDEX IF NOT EXISTS idx_anchors_root ON anchors (root_id) WHERE root_id IS NOT NULL,[unknown_p37_44136fa3],[p37]
1788127807233569369,139954096430144,0,"CREATE TABLE IF NOT EXISTS graph_types ( type_name text NOT NULL, ancestor text NOT NULL, PRIMARY KEY (type_name, ancestor) )",[unknown_p11_44136fa3],[p11]
1788127807239457492,139954096430144,0,"CREATE TABLE IF NOT EXISTS kv_state ( key text PRIMARY KEY, value text NOT NULL, expires_at timestamptz, updated_at timestamptz NOT NULL DEFAULT now() )",[unknown_p55_44136fa3],[p55]
1788127807245294009,139954096430144,0,"CREATE TABLE IF NOT EXISTS quarantine ( missing_id uuid NOT NULL, referrer_id uuid, kind text NOT NULL, created_at timestamptz NOT NULL DEFAULT now(), PRIMARY KEY (missing_id, kind) )",[unknown_p41_44136fa3],[p41]
1788127807255066050,139954096430144,1,SELECT 1 FROM information_schema.columns WHERE table_name = 'anchors' AND column_name = 'seq',[information_schema.columns_p26_44136fa3],[p26]
1788127807260939125,139954096430144,1,SELECT data_type FROM information_schema.columns WHERE table_name = :t AND column_name = :c,[information_schema.columns_p51_ea326383],[p51]
1788127807264824606,139954096430144,0,SET lock_timeout = DEFAULT,[unknown_p13_44136fa3],[p13]
1788127807270690848,139954096430144,0,"INSERT INTO kv_state (key, value, updated_at) VALUES (:k, :v, now()) ON CONFLICT (key) DO UPDATE SET value = :v, updated_at = now()",[kv_state_p30_1325fe5d],[p30]
1788127807274590135,139954096430144,0,SELECT DISTINCT type_name FROM graph_types,[graph_types_p40_44136fa3],[p40]
1788127807278518677,139954096430144,1,SELECT pg_advisory_unlock(:k),[unknown_p26_7d9ac39a],[p26]
1788127807282434865,139954096430144,0,BEGIN ISOLATION LEVEL SERIALIZABLE,[unknown_p38_44136fa3],[p38]
1788127807286314465,139954096430144,0,SET LOCAL lock_timeout = '10s',[unknown_p56_44136fa3],[p56]
1788127807292194443,139954096430144,0,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p48_a2fc102e],[p48]
1788127807298054474,139954096430144,1,"INSERT INTO anchors (id, kind, arch_type, arch_module, fingerprint, root_id, src, dst, undirected, props, format_version, version, updated_at) VALUES (CAST(:id0 AS uuid), :kind0, :arch_type0, :arch_module0, :fp0, CAST(:root_id0 AS uuid), CAST(:src0 AS uuid), CAST(:dst0 AS uuid), :undirected0, CAST(:props0 AS jsonb), :fv0, :ver0, now()) ON CONFLICT (id) DO UPDATE SET kind = EXCLUDED.kind, arch_type = EXCLUDED.arch_type, arch_module = EXCLUDED.arch_module, fingerprint = EXCLUDED.fingerprint, root_id = EXCLUDED.root_id, src = EXCLUDED.src, dst = EXCLUDED.dst, undirected = EXCLUDED.undirected, props = EXCLUDED.props, format_version = EXCLUDED.format_version, version = EXCLUDED.version + 1, updated_at = now() WHERE anchors.version = EXCLUDED.version RETURNING id, version",[anchors_p2_68c85a58],[p2]
1788127807301932711,139954096430144,0,"INSERT INTO graph_types (type_name, ancestor) VALUES (:t0, :a0) ON CONFLICT DO NOTHING",[graph_types_p37_8d61ac46],[p37]
1788127807305851203,139954096430144,0,COMMIT,[unknown_p1_44136fa3],[p1]
1788127807335200179,139954096430144,1,SELECT 1,[unknown_p38_44136fa3],[p38]
1788127807342953768,139954096430144,0,"CREATE TABLE IF NOT EXISTS identity_users ( user_id text PRIMARY KEY, doc jsonb NOT NULL )",[unknown_p18_44136fa3],[p18]
1788127807349697945,139954096430144,0,"CREATE TABLE IF NOT EXISTS identity_lookups ( value_normalized text PRIMARY KEY, user_id text NOT NULL )",[unknown_p47_44136fa3],[p47]
1788127807356623713,139954096430144,0,"CREATE TABLE IF NOT EXISTS sso_lookups ( provider text NOT NULL, external_id text NOT NULL, user_id text NOT NULL, PRIMARY KEY (provider, external_id) )",[unknown_p10_44136fa3],[p10]
1788127807362480237,139954096430144,0,CREATE INDEX IF NOT EXISTS idx_identity_lookups_user ON identity_lookups (user_id),[unknown_p19_44136fa3],[p19]
1788127807387929074,139954096430144,0,"SELECT t.doc FROM identity_users t JOIN identity_lookups lk ON t.user_id = lk.user_id WHERE lk.value_normalized = :v AND COALESCE(t.doc->>'status', 'active') <> 'disabled'",[identity_users_p31_c37a6093],[p31]
1788127807391785170,139954096430144,0,"SELECT 1 FROM identity_lookups lk JOIN identity_users t ON lk.user_id = t.user_id WHERE lk.value_normalized = :v AND COALESCE(t.doc->>'status', 'active') <> 'disabled'",[identity_lookups_p14_c37a6093],[p14]
1788127807423152707,139954096430144,0,BEGIN ISOLATION LEVEL SERIALIZABLE,[unknown_p38_44136fa3],[p38]
1788127807426902874,139954096430144,0,SET LOCAL lock_timeout = '10s',[unknown_p56_44136fa3],[p56]
1788127807432644513,139954096430144,1,"INSERT INTO anchors (id, kind, arch_type, arch_module, fingerprint, root_id, src, dst, undirected, props, format_version, version, updated_at) VALUES (CAST(:id0 AS uuid), :kind0, :arch_type0, :arch_module0, :fp0, CAST(:root_id0 AS uuid), CAST(:src0 AS uuid), CAST(:dst0 AS uuid), :undirected0, CAST(:props0 AS jsonb), :fv0, :ver0, now()) ON CONFLICT (id) DO UPDATE SET kind = EXCLUDED.kind, arch_type = EXCLUDED.arch_type, arch_module = EXCLUDED.arch_module, fingerprint = EXCLUDED.fingerprint, root_id = EXCLUDED.root_id, src = EXCLUDED.src, dst = EXCLUDED.dst, undirected = EXCLUDED.undirected, props = EXCLUDED.props, format_version = EXCLUDED.format_version, version = EXCLUDED.version + 1, updated_at = now() WHERE anchors.version = EXCLUDED.version RETURNING id, version",[anchors_p25_de3d8634],[p25]
1788127807438625671,139954096430144,0,COMMIT,[unknown_p1_44136fa3],[p1]
1788127807444506050,139954096430144,0,"INSERT INTO identity_users (user_id, doc) VALUES (:u, CAST(:d AS jsonb))",[identity_users_p19_ce9d091c],[p19]
1788127807450379145,139954096430144,0,"INSERT INTO identity_lookups (value_normalized, user_id) VALUES (:v, :u) ON CONFLICT DO NOTHING",[identity_lookups_p37_9d4971ed],[p37]
1788127807456273210,139954096430144,1,UPDATE identity_users SET doc = doc || CAST(:p AS jsonb) WHERE user_id = :u RETURNING user_id,[unknown_p17_16e65fd6],[p17]
1788127807462116990,139954096430144,1,UPDATE identity_users SET doc = doc || CAST(:p AS jsonb) WHERE user_id = :u RETURNING user_id,[unknown_p12_0845051e],[p12]
1788127807472184294,139954096430144,0,"SELECT 1 FROM identity_lookups lk JOIN identity_users t ON lk.user_id = t.user_id WHERE lk.value_normalized = :v AND COALESCE(t.doc->>'status', 'active') <> 'disabled'",[identity_lookups_p52_a63d315d],[p52]
1788127807501196839,139954096430144,0,BEGIN ISOLATION LEVEL SERIALIZABLE,[unknown_p38_44136fa3],[p38]
1788127807505009343,139954096430144,0,SET LOCAL lock_timeout = '10s',[unknown_p56_44136fa3],[p56]
1788127807508829251,139954096430144,1,"INSERT INTO anchors (id, kind, arch_type, arch_module, fingerprint, root_id, src, dst, undirected, props, format_version, version, updated_at) VALUES (CAST(:id0 AS uuid), :kind0, :arch_type0, :arch_module0, :fp0, CAST(:root_id0 AS uuid), CAST(:src0 AS uuid), CAST(:dst0 AS uuid), :undirected0, CAST(:props0 AS jsonb), :fv0, :ver0, now()) ON CONFLICT (id) DO UPDATE SET kind = EXCLUDED.kind, arch_type = EXCLUDED.arch_type, arch_module = EXCLUDED.arch_module, fingerprint = EXCLUDED.fingerprint, root_id = EXCLUDED.root_id, src = EXCLUDED.src, dst = EXCLUDED.dst, undirected = EXCLUDED.undirected, props = EXCLUDED.props, format_version = EXCLUDED.format_version, version = EXCLUDED.version + 1, updated_at = now() WHERE anchors.version = EXCLUDED.version RETURNING id, version",[anchors_p60_d7dde953],[p60]
1788127807514956633,139954096430144,0,COMMIT,[unknown_p1_44136fa3],[p1]
1788127807520713791,139954096430144,0,"INSERT INTO identity_users (user_id, doc) VALUES (:u, CAST(:d AS jsonb))",[identity_users_p6_ee604814],[p6]
1788127807524569656,139954096430144,0,"INSERT INTO identity_lookups (value_normalized, user_id) VALUES (:v, :u) ON CONFLICT DO NOTHING",[identity_lookups_p21_4e285cd4],[p21]
1788127807528490613,139954096430144,0,"SELECT 1 FROM identity_lookups lk JOIN identity_users t ON lk.user_id = t.user_id WHERE lk.value_normalized = :v AND COALESCE(t.doc->>'status', 'active') <> 'disabled'",[identity_lookups_p60_09012e9b],[p60]
1788127807555914652,139954096430144,0,BEGIN ISOLATION LEVEL SERIALIZABLE,[unknown_p38_44136fa3],[p38]
1788127807559735421,139954096430144,0,SET LOCAL lock_timeout = '10s',[unknown_p56_44136fa3],[p56]
1788127807565607585,139954096430144,1,"INSERT INTO anchors (id, kind, arch_type, arch_module, fingerprint, root_id, src, dst, undirected, props, format_version, version, updated_at) VALUES (CAST(:id0 AS uuid), :kind0, :arch_type0, :arch_module0, :fp0, CAST(:root_id0 AS uuid), CAST(:src0 AS uuid), CAST(:dst0 AS uuid), :undirected0, CAST(:props0 AS jsonb), :fv0, :ver0, now()) ON CONFLICT (id) DO UPDATE SET kind = EXCLUDED.kind, arch_type = EXCLUDED.arch_type, arch_module = EXCLUDED.arch_module, fingerprint = EXCLUDED.fingerprint, root_id = EXCLUDED.root_id, src = EXCLUDED.src, dst = EXCLUDED.dst, undirected = EXCLUDED.undirected, props = EXCLUDED.props, format_version = EXCLUDED.format_version, version = EXCLUDED.version + 1, updated_at = now() WHERE anchors.version = EXCLUDED.version RETURNING id, version",[anchors_p40_7f00e242],[p40]
1788127807571431187,139954096430144,0,COMMIT,[unknown_p1_44136fa3],[p1]
1788127807577339258,139954096430144,0,"INSERT INTO identity_users (user_id, doc) VALUES (:u, CAST(:d AS jsonb))",[identity_users_p44_472cc247],[p44]
1788127807583190482,139954096430144,0,"INSERT INTO identity_lookups (value_normalized, user_id) VALUES (:v, :u) ON CONFLICT DO NOTHING",[identity_lookups_p63_5a2f635b],[p63]
1788127807589106538,139954096430144,1,UPDATE identity_users SET doc = doc || CAST(:p AS jsonb) WHERE user_id = :u RETURNING user_id,[unknown_p24_d29b3ba9],[p24]
1788127807594921053,139954096430144,0,SELECT doc FROM identity_users WHERE user_id = :u,[identity_users_p29_b4a86d0b],[p29]
1788127807598889009,139954096430144,1,"SELECT t.doc FROM identity_users t JOIN identity_lookups lk ON t.user_id = lk.user_id WHERE lk.value_normalized = :v AND COALESCE(t.doc->>'status', 'active') <> 'disabled'",[identity_users_p55_09012e9b],[p55]
1788127807606590891,139954096430144,0,"CREATE TABLE IF NOT EXISTS jac_docs (collection text NOT NULL, id text NOT NULL, doc jsonb NOT NULL, PRIMARY KEY (collection, id))",[unknown_p28_44136fa3],[p28]
1788127807731849665,139954063668928,0,"SELECT 1 FROM identity_lookups lk JOIN identity_users t ON lk.user_id = t.user_id WHERE lk.value_normalized = :v AND COALESCE(t.doc->>'status', 'active') <> 'disabled'",[identity_lookups_p25_bd7f019e],[p25]
1788127807792213347,139954063668928,0,BEGIN ISOLATION LEVEL SERIALIZABLE,[unknown_p38_44136fa3],[p38]
1788127807797083433,139954063668928,0,SET LOCAL lock_timeout = '10s',[unknown_p56_44136fa3],[p56]
1788127807807868823,139954063668928,1,"INSERT INTO anchors (id, kind, arch_type, arch_module, fingerprint, root_id, src, dst, undirected, props, format_version, version, updated_at) VALUES (CAST(:id0 AS uuid), :kind0, :arch_type0, :arch_module0, :fp0, CAST(:root_id0 AS uuid), CAST(:src0 AS uuid), CAST(:dst0 AS uuid), :undirected0, CAST(:props0 AS jsonb), :fv0, :ver0, now()) ON CONFLICT (id) DO UPDATE SET kind = EXCLUDED.kind, arch_type = EXCLUDED.arch_type, arch_module = EXCLUDED.arch_module, fingerprint = EXCLUDED.fingerprint, root_id = EXCLUDED.root_id, src = EXCLUDED.src, dst = EXCLUDED.dst, undirected = EXCLUDED.undirected, props = EXCLUDED.props, format_version = EXCLUDED.format_version, version = EXCLUDED.version + 1, updated_at = now() WHERE anchors.version = EXCLUDED.version RETURNING id, version",[anchors_p15_93794221],[p15]
